
"0","",""
"888966","TD4077E.TXT.r_1;TD4077E.TXT.r_2"," rnal 'byor spyod pa'i bsgom pa'i don mdor bsdus te bstan pa // / +'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / ","0.024#TD4013E.TXT.r#610338#610339#TD4013E.TXT.r_5# 'phags pa 'jam DPAL GZHON NUR GYUR PA LA PHYAG 'TSHAL LO // / ","0.026#TD4051E.TXT.r#1232515#1232515#TD4051E.TXT.r_6# 'jam DPAL GZHON NUR GYUR PA LA PHYAG 'TSHAL LO // / "
"888976","TD4077E.TXT.r_3"," ji skad du brjod pa'i ye shes de ni rtag pa dang chad par lta ba rnams kyis thob par mi nus te / / "
"888984","TD4077E.TXT.r_4"," 'di ltar gal te yod par rnam par rtog na ni de'i  phyir rtag pa nyid du 'dzin pa'i mthar ltung bar 'gyur // / "
"888997","TD4077E.TXT.r_5"," ji ste med par rnam par rtog na ni de lta na yang chad par lta ba'i mthar ltung bar 'gyur te / / ","0.029#TD4026E.TXT.r#310743#310743#TD4026E.TXT.r_6550;TD4026E.TXT.r_6551# de kho na bzhin du gnas pa ni skad cig ma dang po dang khyad par med pa'i phyir mthar yang 'jig par mi 'gyur ro // / +de lta bas na de nyid  'di yin no zhes bya bar ni nges par mi bzung ngo // / "
"889006","TD4077E.TXT.r_6"," de bas na 'di ni dbu ma'i lam gyis 'byung ba'i ngang tshul can yin pas ye shes de nyid de lta bur lta ba rnams kyis thob par mi nus so // / "
"889018","TD4077E.TXT.r_7;TD4077E.TXT.r_8"," de bas na dbu ma'i lam la brtson par bya'o zhes bstan pa'i phyir // / +dbu ma'i lam las byung ba yi // / "
"889028","TD4077E.TXT.r_9;TD4077E.TXT.r_10;TD4077E.TXT.r_11"," ye shes rnam par mi rtog de // / +rtag par chad pa lta rnams kyis // / +thob par nus pa ma yin no // / "
"889036","TD4077E.TXT.r_12;TD4077E.TXT.r_13;TD4077E.TXT.r_14"," zhes bya ba smos so // / +dbu ma'i lam de yang dpyad na rnam par rig pa tsam  nyid de / / +rnam par rig pa tsam nyid ni gtsor na rten cing 'brel bar 'byung ba'i dngos po mtshon pa'o // / "
"889052","TD4077E.TXT.r_15"," gzhan gyi dbang 'khrul pa tsam yin pas gzung ba dang 'dzin pa nyid du snang ba'i phyir // / "
"889062","TD4077E.TXT.r_16"," gal te ji ltar snang ba de bzhin du yod na ni rtag pa'i mthar 'gyur ro // / "
"889070","TD4077E.TXT.r_17;TD4077E.TXT.r_18"," ci ste ci yang med na  ni de lta na chad par 'gyur te / / +de lta bas na gdags pa'i gzhi yod pa nyid du khas blang bar bya dgos te / / "
"889082","TD4077E.TXT.r_19;TD4077E.TXT.r_20;TD4077E.TXT.r_21;TD4077E.TXT.r_22"," de'i phyir / / +dbu ma'i lam zhes bya ba yang // / +rnam rig tsam nyid ma gtogs par // / +rigs pas brtags na 'dir gzhan ni // / "
